Subject_Code,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,group,Cluster
NT002,0.14178458743550668,-0.12419096931057023,0.1504985094002647,1.6508231276592917,-1.8400725867015197,-2.461115695839991,5.041130725805603,-1.3315375695074516,-2.411674690593786,-0.9774051010677397,1.7481571019785234,-0.18793717047825673,-0.7193798849151375,0.4687204891616796,-1.45735999503737,-1.0407893835407482,NT,1
NT005,4.626879944628195,-3.1100729551745125,0.05333114802510763,-5.226103908552498,1.9671690830079005,1.883223761380165,4.5422586106249865,-0.539254722249363,1.710803561963565,0.530008619350041,-0.11100994331486609,-0.7577475974345593,1.0482604842131433,0.6793362514695406,1.125051828827179,-0.19060514444541693,NT,1
NT015,-11.23183843915742,3.64192351708719,-2.299014209050673,-1.388200553457623,2.2951308244368227,-2.586605654461428,-0.5084794991122292,0.22698962727941788,0.8114490215226006,0.12629303343247694,0.5371740961614812,1.1763679231496522,-1.179381224715352,-1.05597861219445,0.7129750521158649,-0.22436757746096972,NT,0
NT016,2.408204012428403,7.786746024669043,-2.2046804787859564,-1.5262630690621968,-1.4282747360497565,1.065297364245857,-1.8999731674014373,-0.538852607286259,1.2506335088181026,-1.9614243007318573,-0.06286550167610429,-1.366186668458257,-1.9499319309118779,1.3630309824369158,1.4182159433260955,-1.665671954132014,NT,1
NT017,13.397424640677713,-1.139172371620655,-0.032079088786300634,-0.7270200458545638,-0.8650611655928113,5.320025661119767,-0.2387494837423661,1.0855891843111096,-1.6749449875494338,-1.610269474644839,-0.4265258719714329,3.031108889490624,0.9764933810496313,-0.8874420034227174,-0.6032874839760552,-0.26730740479216597,NT,1
NT020,-3.6902166395821236,1.7877978320778725,2.0584287790884734,3.550790608261557,1.5762159293071492,1.6912831422451888,-1.8269899783597192,-0.6217678744019801,-3.2331650950209134,-3.4217690750975103,0.34439987126101396,1.2087409192787308,1.074555076618889,3.182928139886718,0.7051452065630329,1.361423475531832,NT,0
NT026,-4.126152448269213,-3.4705245054056735,-2.060136978275829,3.4161808792325843,0.4711063512260901,1.189697054644513,1.1657170240563295,1.8973448918164113,0.25147510247807503,-1.155810428543797,0.12363394558080693,1.3382481358802831,-0.37356563977173324,-2.6944568277573917,2.6458036085018124,-1.0875554549399373,NT,0
NT027,-0.8462948030685166,-0.7929847686048624,-4.951619075815657,-0.9401539735381024,-1.111723576824514,-1.1013235415374316,-0.1127767565701679,-0.21173599783429442,2.1492279890007446,1.9246632349610655,1.1718783530037853,-0.9036449425488012,1.2867598535965086,0.8212317729454761,1.6970643747191012,-0.8619123448997866,NT,1
NT033,-5.70413099396597,-1.2146007106057264,1.3729341384144296,0.8342996296506805,-2.5543877884107924,0.7158398779816776,1.893278469875794,-0.9632486789917756,-0.20045860450563055,0.323159785060961,-1.151215219450024,-2.3491574806134,3.312581610414099,-0.3854226808560705,0.29941830760367383,2.105120536571841,NT,0
NT036,-5.722054166137191,1.5771539043648664,-1.6069572866942,-5.438384823106067,-0.9093578667547975,-2.2773078721974183,-2.4239957821827702,2.6356250013700153,1.5386268853851026,-0.30773840236847183,0.7907234046340981,1.5343869500803118,2.7604606373519465,1.4815201801210336,-0.9759177961037062,-0.18731999562647475,NT,0
NT040,-14.761376338521577,-0.5988781631116568,-1.2629647258355075,-0.7989676645459329,-1.6457155847846998,2.3593678710206367,-0.15052569686976316,-1.642612934652089,0.38442371725601043,-0.5785026701541132,-0.6305473391391261,0.8623250084242589,1.4643270394229049,-2.8921995562057377,-0.7566410347215233,-1.7257832768870338,NT,0
NT044,12.79281785680219,6.785685166196514,4.9259041057759845,2.0448338390764143,-0.3654326310241157,-0.7938213020136327,-1.0750814729701874,0.13343422263819263,0.4741430034039916,3.1934755612013612,0.21696125215868853,1.208351593515503,0.46292305092486086,-1.7417753407186418,0.822225474307308,-1.7056111867304795,NT,1
NT049,-0.29102780687772345,1.8748436282250163,2.650924871884086,-0.20112082611052196,3.6751175430590934,-1.9845792570778138,2.1833636784046626,-2.924702126699807,-2.764382037034654,1.8553907987274691,-2.408925706968278,0.051536142481928934,0.29701456728166725,1.0349908875598204,2.854017864253523,-1.0095303662055428,NT,0
NT051,4.802332897175619,-5.19327814389275,3.933708710431008,-3.0519950202669355,-2.101090924981121,-3.7262541935453486,-1.0608661350328183,-2.9324259130764387,0.8498257400455512,-0.13497524349255768,0.24322207321545075,0.8867448411361682,-1.5104633948518247,-1.4689628598859745,0.04407981819147786,2.770033590919594,NT,1
NT056,7.5588398145957205,-4.646484078229307,-1.8801110281444895,-1.2523276258742488,4.046934802186033,-1.30171385072068,-1.839209891991286,-2.479630233278874,0.6760407504231701,0.5622546601055942,-2.7466403588735093,2.2318482679472234,0.2886436461315293,1.2340109435734297,-2.783936022919431,-1.2606933259315436,NT,1
NT059,2.7464886595032247,-3.4316201038861087,-3.497191998817944,5.024381988751609,-2.5682768712010504,-0.3377034893006386,2.0800229416744616,2.1724125157483467,3.4004981868165545,0.4928132942687764,-3.0580953224230263,1.809680475957974,-1.2275898489968085,2.120202087036939,1.126034415056075,1.3825971750035888,NT,1
NT070,-1.2135084887793175,1.0771107060314937,-1.7230003334293804,-0.5669188354782291,1.4658515744109253,0.6414303972523328,4.0164579349918155,-0.05447501786437709,-0.396080386269417,0.2454108071110504,3.9320881334510522,0.1239853440581222,-1.0214535998182979,0.5860174254579531,-1.727862925024607,0.3126014524244378,NT,0
NT081,-2.807779773384413,3.0707092913738427,2.2900552337260267,1.0025783817317018,-1.5602334717405746,-2.1515656094474616,-1.5468031083195801,-1.9826783618033395,0.9931343967521512,-2.5188611214957137,-1.2994107030062598,-0.42673979830645364,0.4098148870371725,-1.3968871141636396,0.25885484675965936,1.2481023148715102,NT,0
NT090,0.7935078075220446,1.6773080953990436,-1.2115834786767439,0.17325537608660213,3.163569853936206,-0.3906175699403298,-0.9282167667453954,5.36368034749815,-2.2280322377898876,3.2943850354742263,-1.5505578709211503,-2.157740911349547,-0.1325600363671856,-1.006975704664258,-0.8505596014657486,2.126621848532049,NT,1
