Subject_Code,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,Cluster
NT002,0.08167430119206559,4.066145847280791,-6.955432014596109,2.126810442618292,0.9644098726046834,-8.098109953275591,4.770713284895712,-8.972071582426024,-3.340789663268007,0.7402801160013421,-1.159545130875267,2.322105166187825,0.4383157014906555,3.1206062944722808,-0.8148697870294244,5.161637639591012,1.3501084202600686,0.3856185895350498,0.6384127864162297,1.9314118898187402,2.133528753044491,1
NT005,7.882673135911154,1.282791656616196,5.112974628581556,5.4752827249427956,-5.046184049610502,0.4090370984536937,0.7562994864756938,2.180779774126816,2.630591655717385,-0.46228035948898727,1.7961636530800298,-2.2807758689576296,-2.459319208434444,-1.8531021890212225,-6.158987111246878,0.09381800273064911,2.549289786089096,4.917244804975847,6.763103429768787,0.7420617181060054,-3.7199324697891143,1
NT015,-13.493722760964816,-0.7967826885163736,-3.0010181447839503,8.80803916608144,3.702000332317482,2.287631267590645,-4.757065129651549,-2.384721322617955,-2.312238185466188,1.81109926056846,-0.29084600236068064,0.09517260120983935,3.1769187447799467,2.288699051903016,2.9309194433016583,1.1798879710401715,-2.5033692515641044,1.8651482749473394,3.447464836113119,2.2583520728338664,0.8702376596691315,0
NT016,3.577335444112904,-8.9382986304003,-6.8286999910708595,7.199450249388591,-3.727412886423392,0.2261707841502965,1.2436319556192834,3.2598914888560606,-2.216142303742696,6.233869432033787,2.9489676005425918,0.02412151783296996,-0.8102665692448354,0.16071350170899404,-1.4121194910562362,-0.8559127993628609,-5.702912716566994,1.519350561298559,-4.485082720718412,1.5300562334077168,-0.9035539891242631,1
NT017,17.367961361160557,-4.148136148369464,0.0775433847968387,-0.07734735102515375,-2.1014156504702695,-6.062971024100262,-0.21236862927382966,3.7139303783647053,3.3351878426143675,-3.1123991849831456,-0.33434302286580825,-2.349430829916131,-0.5006583219634451,4.080290410195637,-2.909716841552204,-5.096084828780102,-0.9498256908291056,-3.681784590050715,-1.9908567515256825,0.1216233691533465,0.8961924273834446,1
NT020,-6.99088778486729,-1.1105188050493962,0.6285513320015766,-3.435830782891216,-4.100662906436218,-1.8563782285462325,-5.840799450632268,2.458916679933359,-5.617300502351788,-2.193000458475071,-2.39808193096881,-3.501167904501297,-4.883971359539771,6.441266906230398,2.2712437014653926,1.9852419261571947,-0.44755382059963394,-2.095954369896753,2.0849374757786747,-3.6726722491717667,1.2426753250456846,0
NT026,-8.048893439189635,-2.1458261367433167,1.3021152070817377,-4.835145968058277,2.2772852392007006,-5.675865937534202,1.2966634170910036,3.1832177591072948,-2.0121233792551436,-9.15025027689346,1.973118234193179,0.34195172757751036,-0.19695342685397482,1.6702088062556957,1.2954924263516447,-0.6407389623051155,-5.4122335948385105,0.11403153554292324,2.436626574251337,4.482874157561029,-1.9964791845185483,0
NT027,-2.5440168718196854,0.6093569549028388,-3.5398967120608695,1.2617472518311428,2.672483078310588,-2.929918924542306,7.315300541284492,2.068290731651684,4.50243070623563,2.5321504088188567,-0.3102109129889552,3.382427826969223,0.6791659323073745,0.5958596566635473,3.2969953799953133,-3.8853443625195783,0.9715048932689513,2.9126927464804253,3.947803421454879,-2.514073080804058,-0.15634994963167478,0
NT033,-4.313632899773659,17.63092022639539,-5.221854970941675,0.23974465179881824,-8.600211202086019,4.8863841642795425,-1.3387349525041465,3.1546202823097853,-1.2855072552755737,-2.2779580976107052,1.6686240461954123,8.828208499557947,-1.4521239887665476,0.7860706645961926,-0.9484777249241183,-1.7893637636292643,-0.27292782247370834,-1.0941157684814131,-2.053888326848684,-1.350863889782135,-0.03773719348230226,0
NT036,-8.814370147286171,-7.21642507342254,3.3437116574839334,4.454478034135318,-0.3679919708835275,5.168965292815153,4.366268032055299,-2.2121660143600694,6.885149095169725,-2.4102428096302084,-2.001539526434236,1.9240604071275185,-1.1411297982796216,2.8993821709476277,5.727783527124253,-2.416836051039932,2.0637442061336504,-0.665386948794509,-2.042261893586815,1.2560402776536832,-0.7687735316307133,0
NT040,-17.108488089373388,0.8381334095708302,0.6543237114436223,3.841128496012161,-2.1492185015143366,-2.5949572052268985,-0.6141975176703918,3.533950366993164,5.978179217628821,2.9013643247715875,1.8209469464340384,-3.7878872591738943,-3.7947889263260035,-3.9779807692063947,1.8793579470604067,3.5032505310017688,1.9609909039473497,-4.755648259292722,1.956180372943495,-3.12568140098561,3.902586110813593,0
NT044,15.365659975170162,-5.009957434241154,-2.062725414774121,-3.9768446037070393,-7.1534475490161755,6.558954240365908,-0.6046525302548311,0.1301174385018528,-4.056109751122357,-0.31698850021439984,1.0744770181927084,-0.4090544238047547,2.6328251584128872,-5.612759111473006,5.931632789806727,0.8438599671774992,-2.1647233395569376,-0.5930099273080423,5.147808028475213,1.8708148102925044,1.442817310099276,1
NT049,0.4158172217541851,1.9610728898949152,-1.8482439928218877,-1.226566788289215,-2.5648612734854566,-3.921657388300478,-3.514735588550427,-4.288641577837835,-3.1238085124071624,3.9561446192340295,-6.760534253048837,-2.7500228138879925,0.9102402294709707,-2.110531576986098,-1.7284203734576375,-1.502644714714131,0.8808807855236809,0.8343023835541699,0.26360110192546926,-2.9372663096942584,-4.9358951084348055,1
NT051,6.503335641804887,3.8410594208415154,5.884433173312467,-6.982233399946028,2.0078404611384384,3.2755165969430813,3.095215737089716,-1.5774659587316187,4.851671249413983,5.608833565766191,-2.635568251582711,0.46274479404108193,1.2628211285626907,-0.6156800910206011,-3.18243264828435,4.171098686148405,-7.3233561176744155,-4.69993015838242,0.1793423315887832,0.855627824525351,1.0020388327057876,1
NT056,12.155203902607393,9.150652754354786,0.6938901179657936,-1.8016679276522076,3.154306315218185,-3.4127085288884373,-6.581934499112262,1.1197559724575352,4.666914720590868,3.3582984333206345,-3.0225291251953843,0.8284107055957615,3.3609994259383846,1.6145875437026596,3.0413014741204707,-2.9739157168378707,2.83826437210955,-1.9856528867968508,1.9106854582863808,5.015216470774404,-0.3201546599488417,1
NT059,3.3685102230032045,3.000269458840241,-5.227146234052503,0.10743545005502599,5.600627370165105,-2.291374890411049,3.398163228473465,1.796416204016703,-1.6047543014278594,-0.4216875207664886,9.781120977551296,-1.2853689099941727,-0.9306443222643704,-2.7747207346499985,-0.8366601507557613,3.15279324564911,3.056098593896423,-3.9559252988205005,-0.3993567512323674,1.4511377496103401,-3.0598934948508445,1
NT070,-0.592922827401584,1.115714869963574,-3.5978546471226904,3.8135773633929224,4.244162434577918,0.6716645170087652,-0.539227496102927,-2.2143976956097533,4.15390851593327,-8.13419609544421,-3.4249306758701707,0.6000539917877356,1.7513149171250437,-3.9656587196214095,-4.657810155497292,0.25929788163517703,-4.825165801801822,2.0410405410159265,0.8901397250269247,-4.385081540571759,2.9638820308485894,1
NT081,-5.861276094907914,-1.7203323138519298,-5.110687786054553,-10.587721765703453,0.0805460782351825,3.6630406736371506,-3.3481697617462,-0.1680065770352147,5.116077592636017,3.1071909950863996,1.8462863741427828,-1.6951896009589482,-5.125954616798323,3.8302543055292295,-2.7647243467138454,1.533942176672734,0.7304019763955124,6.86867507021834,-1.243216035314621,3.2897731460552637,2.3575839215972447,0
NT090,0.6226280838580742,-0.8074313447685252,-3.3008900736612286,-0.7730707135029585,-0.8013816346346194,4.078508925389306,3.474492243193788,1.995248676432103,-3.501527647856325,-0.615857180970406,0.7762304859935942,-5.034217167582568,8.525686823005016,2.4313524273049065,-3.732451316726622,-2.790199858015964,4.7735177526938655,-0.46425937924318095,-0.4686189936514021,-0.4944810707062778,6.140224673696829,1
